,x,y,Shape,xyGPS,xGPS,yGPS
N3900,1585638.2882621393,7773737.244890052,"(1585638.2882621393, 7773737.2448900519)","(1.548527072035117, 45.158409209937844)",1.548527072035117,45.158409209937844
N3901,1585657.445285668,7773327.751953978,"(1585657.4452856679, 7773327.7519539781)","(1.5488694867862036, 45.154736273765344)",1.5488694867862036,45.154736273765344
N3902,1581278.0117042966,7761965.696361456,"(1581278.0117042966, 7761965.6963614561)","(1.4961601199939125, 45.051974028643883)",1.4961601199939125,45.05197402864388
N3903,1593351.432878404,7765243.784357563,"(1593351.4328784039, 7765243.7843575627)","(1.6483195959550498, 45.083439322950596)",1.6483195959550498,45.083439322950596
N3904,1588448.1164510036,7780333.946026532,"(1588448.1164510036, 7780333.946026532)","(1.5826178750934232, 45.218109851604325)",1.5826178750934232,45.218109851604325
N3905,1582805.9050020245,7768562.468411727,"(1582805.9050020245, 7768562.4684117269)","(1.513873243666974, 45.111461778783742)",1.513873243666974,45.11146177878374
N3906,1581962.6820341367,7762537.142864759,"(1581962.6820341367, 7762537.1428647591)","(1.5046879652280856, 45.057225041393558)",1.5046879652280856,45.05722504139356
N3907,1581025.929425989,7762850.971413341,"(1581025.929425989, 7762850.9714133414)","(1.4927452446213241, 45.059875824029561)",1.492745244621324,45.05987582402956
N3908,1595003.0986530841,7780034.244919034,"(1595003.0986530841, 7780034.2449190337)","(1.6659549369879849, 45.216485688926646)",1.665954936987985,45.216485688926646
N3909,1593201.234166186,7779429.456961006,"(1593201.2341661861, 7779429.4569610059)","(1.6432033835761783, 45.210769032646944)",1.6432033835761783,45.210769032646944
N3910,1592236.4729125039,7784651.184687145,"(1592236.4729125039, 7784651.1846871451)","(1.6297522285053954, 45.257495941809189)",1.6297522285053954,45.25749594180919
N3911,1591888.2532434827,7777747.733888738,"(1591888.2532434827, 7777747.7338887379)","(1.6269129698746445, 45.195458405433079)",1.6269129698746445,45.19545840543308
N3912,1584316.4815755081,7780578.930137843,"(1584316.4815755081, 7780578.9301378429)","(1.5300737994680333, 45.21960384359398)",1.5300737994680333,45.21960384359398
N3913,1586512.7601511644,7781218.77459978,"(1586512.7601511644, 7781218.7745997803)","(1.5578194817779101, 45.225726642670466)",1.55781948177791,45.225726642670466
N3914,1592040.5537552403,7765814.49317945,"(1592040.5537552403, 7765814.4931794498)","(1.6315785184974889, 45.088351781393676)",1.631578518497489,45.088351781393676
N3915,1582807.171821356,7764804.208209897,"(1582807.1718213561, 7764804.2082098974)","(1.5148215487219812, 45.077724509402884)",1.5148215487219812,45.077724509402884
N3916,1583552.0380895925,7768803.391080571,"(1583552.0380895925, 7768803.3910805713)","(1.5232730681616236, 45.113755279369521)",1.5232730681616236,45.11375527936952
N3917,1597078.3493437823,7773608.182152567,"(1597078.3493437823, 7773608.1821525674)","(1.6937216674999869, 45.159116197652651)",1.6937216674999869,45.15911619765265
N3918,1596874.38514507,7773882.084702124,"(1596874.38514507, 7773882.0847021239)","(1.6910735396950354, 45.161543708389587)",1.6910735396950354,45.16154370838959
N3919,1596957.7185739418,7773914.682006387,"(1596957.7185739418, 7773914.682006387)","(1.692123916312086, 45.16184925797311)",1.692123916312086,45.16184925797311
N3920,1585672.3127567,7787925.861969994,"(1585672.3127567, 7787925.8619699944)","(1.5455089858606279, 45.285801207398904)",1.545508985860628,45.285801207398904
N3921,1584710.5377973192,7786678.367804534,"(1584710.5377973192, 7786678.3678045338)","(1.5335827258710468, 45.274434411635283)",1.5335827258710468,45.27443441163528
N3922,1586199.8563022183,7784712.609859318,"(1586199.8563022183, 7784712.6098593175)","(1.5529979257413151, 45.257041648669279)",1.5529979257413151,45.25704164866928
N3923,1587440.8642250868,7788521.247913001,"(1587440.8642250868, 7788521.2479130011)","(1.5678604609005666, 45.291448889359508)",1.5678604609005666,45.29144888935951
N3924,1585826.8695969798,7785880.9088775,"(1585826.8695969798, 7785880.9088775003)","(1.5479723447607303, 45.267467150729885)",1.5479723447607303,45.267467150729885
N3925,1585929.4219849915,7788267.713967027,"(1585929.4219849915, 7788267.7139670271)","(1.5486960306673754, 45.288914744124845)",1.5486960306673754,45.288914744124845
N3926,1592438.3405307708,7759991.116445967,"(1592438.3405307708, 7759991.116445967)","(1.6379437077629972, 45.036140278051754)",1.6379437077629972,45.036140278051754
N3927,1592615.510507165,7760441.939378869,"(1592615.510507165, 7760441.9393788688)","(1.6400844821798188, 45.040215683122724)",1.6400844821798188,45.040215683122724
N3928,1588399.7635603184,7781478.3260340495,"(1588399.7635603184, 7781478.3260340495)","(1.5817320268915671, 45.228376149611279)",1.5817320268915671,45.22837614961128
N3929,1587597.971434569,7783686.870951499,"(1587597.971434569, 7783686.8709514989)","(1.5710166182097161, 45.248070017103103)",1.571016618209716,45.2480700171031
N3930,1588317.16861702,7778875.628333584,"(1588317.1686170199, 7778875.6283335844)","(1.5813006701978121, 45.204995048438036)",1.581300670197812,45.204995048438036
N3931,1589089.6386451146,7778330.350610475,"(1589089.6386451146, 7778330.3506104751)","(1.5912395656296909, 45.200228722421905)",1.591239565629691,45.200228722421905
N3932,1589781.655643548,7778639.0707131345,"(1589781.6556435479, 7778639.0707131345)","(1.5999551141296871, 45.203115358113372)",1.599955114129687,45.20311535811337
N3933,1590906.613352788,7779076.140273956,"(1590906.6133527879, 7779076.1402739557)","(1.6141403220109991, 45.207224729935852)",1.614140322010999,45.20722472993585
N3934,1590543.5316036139,7783553.931276408,"(1590543.5316036139, 7783553.931276408)","(1.6084864294073087, 45.247367774493007)",1.6084864294073087,45.24736777449301
N3935,1588628.9380907689,7783659.066285562,"(1588628.9380907689, 7783659.0662855618)","(1.5841269863120311, 45.24799383428487)",1.584126986312031,45.24799383428487
N3936,1589223.6960514062,7780563.910417208,"(1589223.6960514062, 7780563.9104172084)","(1.5924159795641892, 45.220304072732944)",1.5924159795641892,45.220304072732944
N3937,1588657.514570579,7780520.438600102,"(1588657.5145705789, 7780520.4386001024)","(1.585233723779601, 45.21981927480477)",1.585233723779601,45.21981927480477
N3938,1589853.0955859404,7779599.466580957,"(1589853.0955859404, 7779599.4665809572)","(1.6006375239852795, 45.211749666898768)",1.6006375239852795,45.21174966689877
N3939,1591726.2605827567,7785461.530724512,"(1591726.2605827567, 7785461.5307245124)","(1.6230792690285392, 45.264688781938318)",1.6230792690285392,45.26468878193832
N3940,1590468.8669829126,7786810.594803209,"(1590468.8669829126, 7786810.5948032094)","(1.6067777035473616, 45.276595497888536)",1.6067777035473616,45.276595497888536
N3941,1592719.836980735,7784229.873130471,"(1592719.836980735, 7784229.8731304714)","(1.6359932749762602, 45.253791350239361)",1.6359932749762602,45.25379135023936
N3942,1589717.1293046018,7785796.83596275,"(1589717.1293046018, 7785796.83596275)","(1.5974560699669016, 45.267369073650592)",1.5974560699669016,45.26736907365059
N3943,1591821.328332909,7786741.110130943,"(1591821.3283329089, 7786741.1101309434)","(1.6239930695782261, 45.276193123652682)",1.623993069578226,45.27619312365268
N3944,1590267.664915476,7787078.258771855,"(1590267.664915476, 7787078.2587718554)","(1.6041564210073518, 45.278965569245109)",1.6041564210073518,45.27896556924511
N3945,1592537.1956222104,7788519.5573769845,"(1592537.1956222104, 7788519.5573769845)","(1.6326893662406079, 45.292277502359276)",1.632689366240608,45.292277502359276
N3946,1591409.488131606,7787878.272909018,"(1591409.488131606, 7787878.2729090182)","(1.6184925199604825, 45.286336211571744)",1.6184925199604825,45.286336211571744
N3947,1593031.45735118,7786040.410500365,"(1593031.45735118, 7786040.4105003653)","(1.6395420132930241, 45.270097625039057)",1.639542013293024,45.27009762503906
N3948,1591606.769021825,7779229.447933665,"(1591606.7690218249, 7779229.4479336645)","(1.6229974184754241, 45.208715540380815)",1.6229974184754241,45.208715540380815
N3949,1592020.3627219272,7781265.419217293,"(1592020.3627219272, 7781265.4192172932)","(1.6277830057078373, 45.227062125521854)",1.6277830057078373,45.227062125521854
N3950,1594001.929035875,7776432.189058562,"(1594001.929035875, 7776432.1890585618)","(1.6540484959308168, 45.183987336207053)",1.6540484959308168,45.18398733620705
N3951,1592219.476059472,7779474.131392179,"(1592219.476059472, 7779474.1313921791)","(1.6307233546973452, 45.211011850499929)",1.6307233546973452,45.21101185049993
N3952,1597313.5609728228,7759506.393252367,"(1597313.5609728228, 7759506.3932523672)","(1.6997715185313051, 45.032556511923865)",1.6997715185313051,45.032556511923865
N3953,1593186.8686584816,7787519.604921423,"(1593186.8686584816, 7787519.6049214229)","(1.6411814615843903, 45.283403880711397)",1.6411814615843903,45.2834038807114
N3954,1579671.0094490922,7779752.487632478,"(1579671.0094490922, 7779752.4876324777)","(1.4712734516680461, 45.211360321988387)",1.4712734516680461,45.21136032198839
N3955,1578592.2215459875,7779641.4166555535,"(1578592.2215459875, 7779641.4166555535)","(1.4576003497139514, 45.210167222581333)",1.4576003497139514,45.21016722258133
N3956,1587883.4269979424,7765654.13440591,"(1587883.4269979424, 7765654.13440591)","(1.5789356942449022, 45.086226528148337)",1.5789356942449022,45.08622652814834
N3957,1587316.9363706757,7760793.2055295305,"(1587316.9363706757, 7760793.2055295305)","(1.5729152423259718, 45.042495701675129)",1.5729152423259718,45.04249570167513
N3958,1588435.5257421872,7760735.007942827,"(1588435.5257421872, 7760735.0079428274)","(1.5870921461028824, 45.042161126823387)",1.5870921461028824,45.04216112682339
N3959,1586985.2091876073,7762738.022857042,"(1586985.2091876073, 7762738.022857042)","(1.568250580632097, 45.059897548773463)",1.568250580632097,45.05989754877346
N3960,1589121.209444881,7766192.316479946,"(1589121.209444881, 7766192.3164799456)","(1.5944945584053707, 45.091264673845501)",1.5944945584053707,45.0912646738455
N3961,1582275.5420310872,7776033.283292979,"(1582275.5420310872, 7776033.283292979)","(1.5052844455296768, 45.178436144527318)",1.5052844455296768,45.17843614452732
N3962,1580734.9679726206,7779277.504689467,"(1580734.9679726206, 7779277.5046894671)","(1.4849073856093729, 45.207287544668148)",1.4849073856093729,45.20728754466815
N3963,1580551.4834909043,7776088.912337398,"(1580551.4834909043, 7776088.9123373982)","(1.4833862145070795, 45.178628538690425)",1.4833862145070795,45.178628538690425
N3964,1579957.6256776433,7775408.644056041,"(1579957.6256776433, 7775408.6440560408)","(1.4760215084275448, 45.172414645371738)",1.4760215084275448,45.17241464537174
N3965,1585832.186590192,7777022.99776726,"(1585832.1865901919, 7777022.9977672603)","(1.5501910949549578, 45.187940805877524)",1.5501910949549578,45.187940805877524
N3966,1583265.412169878,7776142.266526442,"(1583265.4121698779, 7776142.266526442)","(1.5178223388367611, 45.179588813451176)",1.517822338836761,45.179588813451176
N3967,1582075.6495062113,7778018.993467119,"(1582075.6495062113, 7778018.9934671186)","(1.5022497738424978, 45.196227805574026)",1.5022497738424978,45.196227805574026
N3968,1577958.2995265885,7786822.1203264985,"(1577958.2995265885, 7786822.1203264985)","(1.4476839361512737, 45.274519575411944)",1.4476839361512737,45.274519575411944
N3969,1595164.3147948403,7761796.866496913,"(1595164.3147948403, 7761796.8664969131)","(1.6720557201373416, 45.052783656558198)",1.6720557201373416,45.0527836565582
N3970,1588089.9487233022,7773895.812269737,"(1588089.9487233022, 7773895.812269737)","(1.5795984282530962, 45.160249124943213)",1.5795984282530962,45.16024912494321
N3971,1586721.5262693958,7761436.977227081,"(1586721.5262693958, 7761436.9772270806)","(1.5652223356688939, 45.048173817153426)",1.565222335668894,45.048173817153426
N3972,1586294.9404147035,7787473.95548442,"(1586294.9404147035, 7787473.9554844201)","(1.5535377396131194, 45.281850556531396)",1.5535377396131194,45.281850556531396
N3973,1599949.9356675,7772268.609103998,"(1599949.9356674999, 7772268.6091039982)","(1.7304451559118645, 45.147527158811464)",1.7304451559118645,45.147527158811464
N3974,1584976.2398951799,7789942.286130888,"(1584976.2398951799, 7789942.2861308884)","(1.5361610519231819, 45.303785817070313)",1.5361610519231819,45.30378581707031
N3975,1596265.1492644786,7760654.353201808,"(1596265.1492644786, 7760654.3532018084)","(1.6862475148048384, 45.042699450247135)",1.6862475148048384,45.042699450247135
N3976,1597765.69297,7780119.9204,"(1597765.69297, 7780119.9204000002)","(1.7010296942234815, 45.217685087769638)",1.7010296942234815,45.21768508776964
N3977,1583425.187634326,7788580.993676712,"(1583425.1876343261, 7788580.9936767118)","(1.5167651634885642, 45.291292925887454)",1.5167651634885642,45.291292925887454
N3978,1585100.482970764,7782866.2384647615,"(1585100.4829707639, 7782866.2384647615)","(1.5394741238973564, 45.240275379884686)",1.5394741238973564,45.240275379884686
N3979,1588426.428977197,7771137.462729857,"(1588426.428977197, 7771137.4627298573)","(1.5845208627538834, 45.135542458296456)",1.5845208627538834,45.135542458296456
N3980,1596513.9818399756,7763958.1084109,"(1596513.9818399756, 7763958.1084109005)","(1.688675574543637, 45.072395701105549)",1.688675574543637,45.07239570110555
N3981,1594742.7385846619,7764391.64082629,"(1594742.7385846619, 7764391.6408262895)","(1.6661393094650176, 45.076010505459955)",1.6661393094650176,45.076010505459955
N3982,1594822.8146437455,7762937.382947478,"(1594822.8146437455, 7762937.3829474784)","(1.6674773000659924, 45.062968248112931)",1.6674773000659924,45.06296824811293
N3983,1581509.04116854,7761322.785495377,"(1581509.04116854, 7761322.7854953771)","(1.4992467540816334, 45.046244013211471)",1.4992467540816334,45.04624401321147
N3984,1586339.6025258251,7764703.960194241,"(1586339.6025258251, 7764703.9601942413)","(1.5596010461212473, 45.077435686335562)",1.5596010461212473,45.07743568633556
N3985,1600393.9475386217,7762880.629892793,"(1600393.9475386217, 7762880.6298927926)","(1.7380583133400711, 45.063313458838415)",1.738058313340071,45.063313458838415
N3986,1581567.2373503102,7761008.37121763,"(1581567.2373503102, 7761008.3712176299)","(1.5000623195648746, 45.043432023889736)",1.5000623195648746,45.043432023889736
N3987,1586833.9273566697,7775430.119919217,"(1586833.9273566697, 7775430.1199192172)","(1.5632918462521208, 45.17381137732874)",1.5632918462521208,45.17381137732874
N3988,1594412.2748189517,7779305.241867924,"(1594412.2748189517, 7779305.2418679241)","(1.6586133886171621, 45.20984705005035)",1.6586133886171621,45.20984705005035
N3989,1593838.4050273052,7782277.946032679,"(1593838.4050273052, 7782277.9460326787)","(1.6506532951633499, 45.236445553141102)",1.65065329516335,45.2364455531411
N3990,1593385.8624609062,7782758.645046345,"(1593385.8624609062, 7782758.645046345)","(1.6447935001905865, 45.240689083281204)",1.6447935001905865,45.240689083281204
N3991,1592585.148642403,7785873.224315808,"(1592585.1486424031, 7785873.2243158082)","(1.6339052071260558, 45.268524550705585)",1.6339052071260558,45.268524550705585
N3992,1585861.2240436848,7781593.706927753,"(1585861.2240436848, 7781593.7069277531)","(1.5494508301453478, 45.228981366336903)",1.5494508301453478,45.2289813663369
N3993,1579930.0858754043,7772656.338462238,"(1579930.0858754043, 7772656.3384622382)","(1.4763731575844137, 45.147701228747891)",1.4763731575844137,45.14770122874789
N3994,1580098.2334095761,7772264.770675313,"(1580098.2334095761, 7772264.7706753127)","(1.478605858109822, 45.144216305209866)",1.478605858109822,45.144216305209866
